NAME,CITY,STATE,YEAR,TOT_UNITS,MED_VALUE,MED_RENT,OCCUP_OCCUP,VACANT,OCCUP_TENURE,OCCUP_OWNR,OCCUP_RENTR,BUILT_2020,BUILT_2010,BUILT_2000,BUILT_1990,BUILT_1980,BUILT_1970,BUILT_1960,BUILT_1950,BUILT_1940,BUILT_1939
"San Buenaventura (Ventura) city, California",San Buenaventura (Ventura) city, California,2021,46360,3577.0,,42288,4072,42288,25572,16716.0,363.0,2724.0,4898.0,3066.0,5380.0,10509.0,7499.0,4828.0,3083.0,4010.0
"San Diego city, California",San Diego city, California,2021,555456,72450.0,30284.0,521000,34456,521000,251507,269493.0,4273.0,41369.0,60447.0,56325.0,99773.0,110994.0,62814.0,60204.0,21103.0,38154.0
"San Francisco city, California",San Francisco city, California,2021,412269,102806.0,24798.0,350796,61473,350796,140809,209987.0,1648.0,26957.0,23134.0,16118.0,24129.0,31366.0,30257.0,33913.0,36785.0,187962.0
"San Jose city, California",San Jose city, California,2021,340561,107985.0,25113.0,322881,17680,322881,179797,143084.0,2332.0,26266.0,35115.0,30973.0,39951.0,80383.0,62559.0,36400.0,9765.0,16817.0
"San Leandro city, California",San Leandro city, California,2021,32100,2544.0,,30977,1123,30977,18647,12330.0,0.0,787.0,1015.0,2138.0,4574.0,4849.0,3064.0,7810.0,4921.0,2942.0
"San Marcos city, California",San Marcos city, California,2021,35300,4530.0,,34037,1263,34037,21988,12049.0,409.0,4337.0,9890.0,5418.0,4658.0,7121.0,2693.0,719.0,0.0,55.0
"San Mateo city, California",San Mateo city, California,2021,41607,,,39340,2267,39340,20909,18431.0,81.0,2770.0,2427.0,1863.0,5520.0,4456.0,5707.0,9076.0,5867.0,3840.0
"San Ramon city, California",San Ramon city, California,2021,30255,14696.0,,29662,593,29662,20716,8946.0,0.0,4565.0,7672.0,5079.0,5510.0,5506.0,1721.0,159.0,0.0,43.0
"Santa Ana city, California",Santa Ana city, California,2021,80604,1727.0,,78674,1930,78674,35317,43357.0,1993.0,3724.0,3241.0,4159.0,8361.0,15625.0,13784.0,18063.0,4188.0,7466.0
"Santa Barbara city, California",Santa Barbara city, California,2021,37875,,,35676,2199,35676,13275,22401.0,38.0,1110.0,1842.0,1879.0,4321.0,5651.0,7281.0,5930.0,2449.0,7374.0
"Santa Clara city, California",Santa Clara city, California,2021,52276,,,49011,3265,49011,21129,27882.0,334.0,6693.0,6191.0,2995.0,4612.0,8310.0,8411.0,11744.0,1534.0,1452.0
"Santa Clarita city, California",Santa Clarita city, California,2021,74788,4328.0,,73509,1279,73509,53424,20085.0,286.0,5161.0,13214.0,11224.0,19964.0,11383.0,10032.0,2050.0,254.0,1220.0
"Santa Maria city, California",Santa Maria city, California,2021,30476,169.0,,30316,160,30316,15080,15236.0,54.0,2862.0,4601.0,4079.0,4719.0,4659.0,4437.0,3340.0,823.0,902.0
"Santa Monica city, California",Santa Monica city, California,2021,52958,10562.0,,45541,7417,45541,14319,31222.0,462.0,3129.0,3917.0,3445.0,4393.0,9039.0,8716.0,9124.0,3855.0,6878.0
"Santa Rosa city, California",Santa Rosa city, California,2021,71553,3647.0,,68686,2867,68686,37315,31371.0,1321.0,5808.0,8211.0,8508.0,12146.0,15074.0,6549.0,6722.0,3230.0,3984.0
"Simi Valley city, California",Simi Valley city, California,2021,46277,3163.0,,45308,969,45308,32907,12401.0,129.0,1868.0,3998.0,5529.0,11384.0,9474.0,11719.0,1707.0,207.0,262.0
"South Gate city, California",South Gate city, California,2021,25375,369.0,,24891,484,24891,12191,12700.0,0.0,358.0,781.0,604.0,1480.0,2935.0,2731.0,4270.0,5997.0,6219.0
"Stockton city, California",Stockton city, California,2021,102642,1077.0,1214.0,97447,5195,97447,53081,44366.0,47.0,2769.0,17924.0,12599.0,16566.0,18178.0,10672.0,7890.0,5799.0,10198.0
"Sunnyvale city, California",Sunnyvale city, California,2021,63065,20198.0,,59567,3498,59567,27299,32268.0,73.0,7623.0,5929.0,5697.0,7201.0,12469.0,10446.0,10770.0,1670.0,1187.0
"Temecula city, California",Temecula city, California,2021,36588,1271.0,,34958,1630,34958,23633,11325.0,490.0,3459.0,10805.0,11547.0,7439.0,2358.0,38.0,129.0,51.0,272.0
"Thousand Oaks city, California",Thousand Oaks city, California,2021,46350,8989.0,,45081,1269,45081,31902,13179.0,0.0,813.0,4697.0,4488.0,7783.0,15134.0,11534.0,1504.0,110.0,287.0
"Torrance city, California",Torrance city, California,2021,60220,12811.0,,57584,2636,57584,32109,25475.0,0.0,324.0,2313.0,3512.0,5769.0,8280.0,15750.0,20871.0,1564.0,1837.0
"Tracy city, California",Tracy city, California,2021,29262,682.0,,28353,909,28353,17999,10354.0,154.0,4123.0,7082.0,5431.0,4960.0,1714.0,1942.0,1786.0,1188.0,882.0
"Tulare city, California",Tulare city, California,2021,21637,53.0,,20974,663,20974,13252,7722.0,627.0,2469.0,3349.0,4194.0,2193.0,3565.0,2256.0,1689.0,947.0,348.0
"Turlock city, California",Turlock city, California,2021,26321,97.0,,24885,1436,24885,13784,11101.0,137.0,1311.0,4544.0,4308.0,5023.0,4779.0,2958.0,1772.0,230.0,1259.0
"Tustin city, California",Tustin city, California,2021,27550,3211.0,,26762,788,26762,13530,13232.0,353.0,1154.0,2221.0,6776.0,3392.0,5763.0,6019.0,1278.0,301.0,293.0
"Union City city, California",Union City city, California,2021,22527,7131.0,,21637,890,21637,14374,7263.0,0.0,1010.0,2265.0,3368.0,3722.0,7376.0,2532.0,1689.0,282.0,283.0
"Upland city, California",Upland city, California,2021,26423,586.0,,26052,371,26052,14029,12023.0,456.0,1077.0,1709.0,2274.0,6295.0,5891.0,4201.0,2480.0,897.0,1143.0
"Vacaville city, California",Vacaville city, California,2021,35398,246.0,,33777,1621,33777,21792,11985.0,255.0,1922.0,4235.0,6072.0,8603.0,9134.0,2557.0,2275.0,80.0,265.0
"Vallejo city, California",Vallejo city, California,2021,45319,808.0,,43906,1413,43906,25911,17995.0,0.0,827.0,3977.0,3365.0,8843.0,7905.0,4080.0,5859.0,4209.0,6254.0
"Victorville city, California",Victorville city, California,2021,39786,0.0,,38400,1386,38400,23477,14923.0,579.0,3706.0,10084.0,7784.0,10223.0,3543.0,1466.0,1936.0,418.0,47.0
"Visalia city, California",Visalia city, California,2021,49257,273.0,,47660,1597,47660,25784,21876.0,413.0,3894.0,12036.0,6681.0,8244.0,6864.0,3431.0,3882.0,1509.0,2303.0
"Vista city, California",Vista city, California,2021,31525,671.0,,30614,911,30614,14381,16233.0,258.0,1980.0,3029.0,5656.0,10241.0,4489.0,3242.0,1771.0,673.0,186.0
"Walnut Creek city, California",Walnut Creek city, California,2021,32398,,,31035,1363,31035,20349,10686.0,71.0,1912.0,1769.0,1637.0,4786.0,9220.0,8414.0,3006.0,857.0,726.0
"West Covina city, California",West Covina city, California,2021,33792,1738.0,,32012,1780,32012,19752,12260.0,100.0,1318.0,1077.0,2465.0,3532.0,8068.0,4132.0,11053.0,1712.0,335.0
"Westminster city, California",Westminster city, California,2021,29012,1565.0,,27935,1077,27935,13512,14423.0,234.0,549.0,1940.0,1751.0,2669.0,7453.0,7941.0,5334.0,713.0,428.0
"Whittier city, California",Whittier city, California,2021,28607,2194.0,,27773,834,27773,16521,11252.0,249.0,249.0,796.0,551.0,1376.0,2744.0,4169.0,10686.0,3888.0,3899.0
"Yorba Linda city, California",Yorba Linda city, California,2021,24897,,,24098,799,24098,19302,4796.0,114.0,2278.0,4045.0,3685.0,6609.0,5578.0,1415.0,792.0,78.0,303.0
"Yuba City city, California",Yuba City city, California,2021,24529,283.0,,24176,353,24176,13479,10697.0,151.0,461.0,5098.0,4248.0,3426.0,4845.0,2798.0,1330.0,605.0,1567.0
"Arvada city, Colorado",Arvada city, Colorado,2021,51928,992.0,,50678,1250,50678,38303,12375.0,504.0,5970.0,5094.0,4627.0,5008.0,15519.0,9024.0,5429.0,403.0,350.0
"Aurora city, Colorado",Aurora city, Colorado,2021,149636,1495.0,,140003,9633,140003,89615,50388.0,2210.0,17583.0,24284.0,11624.0,37385.0,35739.0,8839.0,8222.0,1569.0,2181.0
"Boulder city, Colorado",Boulder city, Colorado,2021,44793,8687.0,,42376,2417,42376,19576,22800.0,77.0,5331.0,3643.0,6158.0,7164.0,8934.0,6537.0,3434.0,342.0,3173.0
"Broomfield city, Colorado",Broomfield city, Colorado,2021,31800,1489.0,,30161,1639,30161,20238,9923.0,627.0,7802.0,8642.0,5260.0,2051.0,4750.0,1159.0,1424.0,0.0,85.0
"Castle Rock town, Colorado",Castle Rock town, Colorado,2021,28082,672.0,,27249,833,27249,21546,5703.0,1186.0,9381.0,9328.0,3818.0,1979.0,1664.0,205.0,178.0,146.0,197.0
"Centennial city, Colorado",Centennial city, Colorado,2021,41114,1927.0,,39660,1454,39660,31356,8304.0,41.0,2161.0,2659.0,7433.0,10660.0,11186.0,5494.0,1230.0,52.0,198.0
"Colorado Springs city, Colorado",Colorado Springs city, Colorado,2021,205380,2003.0,1515.0,197542,7838,197542,123398,74144.0,2027.0,23371.0,32285.0,29464.0,36155.0,33151.0,20034.0,13277.0,3786.0,11830.0
"Denver city, Colorado",Denver city, Colorado,2021,351829,20911.0,8412.0,326634,25195,326634,164429,162205.0,3962.0,59685.0,39849.0,21557.0,28219.0,40585.0,33246.0,42649.0,20484.0,61593.0
"Fort Collins city, Colorado",Fort Collins city, Colorado,2021,73397,1701.0,,70686,2711,70686,37255,33431.0,834.0,10755.0,13875.0,12405.0,10213.0,13189.0,4793.0,2815.0,1089.0,3429.0
"Grand Junction city, Colorado",Grand Junction city, Colorado,2021,30264,369.0,,28352,1912,28352,16594,11758.0,209.0,3523.0,7092.0,4704.0,1796.0,5950.0,2217.0,2008.0,791.0,1974.0
"Greeley city, Colorado",Greeley city, Colorado,2021,40510,39.0,347.0,38381,2129,38381,23777,14604.0,203.0,5425.0,6865.0,5144.0,3768.0,8287.0,4279.0,2658.0,1280.0,2601.0
"Highlands Ranch CDP, Colorado",Highlands Ranch CDP, Colorado,2021,38952,1944.0,,38117,835,38117,30949,7168.0,394.0,3072.0,9877.0,19140.0,5198.0,696.0,297.0,170.0,108.0,0.0
"Lakewood city, Colorado",Lakewood city, Colorado,2021,75300,999.0,,70751,4549,70751,42066,28685.0,826.0,7114.0,5318.0,7729.0,11225.0,15351.0,14509.0,9581.0,2073.0,1574.0
"Longmont city, Colorado",Longmont city, Colorado,2021,44891,997.0,,43519,1372,43519,27720,15799.0,434.0,7330.0,6983.0,6715.0,5528.0,9267.0,3584.0,2147.0,379.0,2524.0
"Loveland city, Colorado",Loveland city, Colorado,2021,36659,251.0,,35803,856,35803,22504,13299.0,468.0,5195.0,8143.0,6611.0,3805.0,6489.0,2327.0,1115.0,769.0,1737.0
"Pueblo city, Colorado",Pueblo city, Colorado,2021,50106,0.0,0.0,47901,2205,47901,29171,18730.0,163.0,2700.0,4175.0,2600.0,3183.0,9596.0,5418.0,8195.0,2494.0,11582.0
"Thornton city, Colorado",Thornton city, Colorado,2021,48948,496.0,,48263,685,48263,36980,11283.0,431.0,5892.0,14963.0,10637.0,7105.0,6960.0,1315.0,1510.0,0.0,135.0
"Westminster city, Colorado",Westminster city, Colorado,2021,51037,910.0,,47797,3240,47797,30424,17373.0,422.0,5696.0,6257.0,9593.0,11081.0,10581.0,3697.0,3114.0,549.0,47.0
"Bridgeport city, Connecticut",Bridgeport city, Connecticut,2021,61494,176.0,445.0,57732,3762,57732,24938,32794.0,0.0,1534.0,2830.0,2951.0,5626.0,5841.0,8326.0,8163.0,6741.0,19482.0
"Danbury city, Connecticut",Danbury city, Connecticut,2021,35346,607.0,,33024,2322,33024,20185,12839.0,0.0,2079.0,5784.0,2687.0,6135.0,5039.0,3421.0,4216.0,2458.0,3527.0
"Hartford city, Connecticut",Hartford city, Connecticut,2021,55111,0.0,0.0,45491,9620,45491,13034,32457.0,133.0,3542.0,2691.0,2287.0,4368.0,3966.0,6410.0,6590.0,5110.0,20014.0
"New Britain city, Connecticut",New Britain city, Connecticut,2021,30456,49.0,0.0,28450,2006,28450,12840,15610.0,155.0,391.0,574.0,1325.0,3172.0,3602.0,3224.0,6078.0,2664.0,9271.0
"New Haven city, Connecticut",New Haven city, Connecticut,2021,61547,264.0,1164.0,56373,5174,56373,14413,41960.0,0.0,2730.0,3509.0,1359.0,4850.0,6194.0,7480.0,7321.0,5099.0,23005.0
"Norwalk city, Connecticut",Norwalk city, Connecticut,2021,39560,2039.0,,36847,2713,36847,21196,15651.0,93.0,4312.0,3392.0,2053.0,3463.0,6159.0,4504.0,6821.0,2200.0,6563.0
"Stamford city, Connecticut",Stamford city, Connecticut,2021,57380,2666.0,,52816,4564,52816,25833,26983.0,37.0,8643.0,4268.0,3117.0,8171.0,9881.0,6996.0,6425.0,3740.0,6102.0
"Waterbury city, Connecticut",Waterbury city, Connecticut,2021,48607,163.0,0.0,45008,3599,45008,20478,24530.0,0.0,462.0,1761.0,1651.0,7126.0,5809.0,5845.0,8151.0,3016.0,14786.0
"Wilmington city, Delaware",Wilmington city, Delaware,2021,37153,200.0,314.0,32049,5104,32049,16579,15470.0,56.0,1630.0,2263.0,1834.0,2224.0,1657.0,3415.0,3756.0,3955.0,16363.0
"Washington city, District of Columbia",Washington city, District of Columbia,2021,357482,30485.0,13955.0,319565,37917,319565,132936,186629.0,3345.0,46736.0,22792.0,8250.0,16296.0,24035.0,40944.0,40111.0,39944.0,115029.0
"Alafaya CDP, Florida",Alafaya CDP, Florida,2021,34561,,,32823,1738,32823,20104,12719.0,,,,,,,,,,
"Boca Raton city, Florida",Boca Raton city, Florida,2021,48657,4626.0,,41318,7339,41318,27835,13483.0,452.0,4885.0,3965.0,6264.0,11457.0,11614.0,6900.0,2251.0,400.0,469.0
"Boynton Beach city, Florida",Boynton Beach city, Florida,2021,39736,65.0,,33201,6535,33201,20730,12471.0,141.0,3825.0,3539.0,5101.0,11206.0,9578.0,3654.0,2267.0,51.0,374.0
"Brandon CDP, Florida",Brandon CDP, Florida,2021,50086,284.0,,46925,3161,46925,24495,22430.0,247.0,6503.0,13003.0,10159.0,9381.0,7705.0,2631.0,422.0,35.0,0.0
"Cape Coral city, Florida",Cape Coral city, Florida,2021,94442,1215.0,,79845,14597,79845,61776,18069.0,414.0,11291.0,33044.0,14642.0,19880.0,10443.0,3187.0,1238.0,235.0,68.0
"Clearwater city, Florida",Clearwater city, Florida,2021,60153,1162.0,621.0,49486,10667,49486,29530,19956.0,119.0,2910.0,6229.0,4706.0,14244.0,16906.0,6838.0,6069.0,872.0,1260.0
"Coral Springs city, Florida",Coral Springs city, Florida,2021,46687,387.0,,44417,2270,44417,26450,17967.0,84.0,704.0,4916.0,12728.0,16042.0,10226.0,1444.0,388.0,39.0,116.0
"Davie town, Florida",Davie town, Florida,2021,41953,2621.0,,39061,2892,39061,25849,13212.0,803.0,4320.0,5578.0,8994.0,10862.0,7605.0,2143.0,1606.0,42.0,0.0
"Daytona Beach city, Florida",Daytona Beach city, Florida,2021,40465,63.0,,34721,5744,34721,18023,16698.0,998.0,4455.0,4033.0,3430.0,8940.0,5792.0,3694.0,4884.0,1184.0,3055.0
"Deerfield Beach city, Florida",Deerfield Beach city, Florida,2021,50429,721.0,,39934,10495,39934,25052,14882.0,316.0,1252.0,2883.0,3088.0,13487.0,18738.0,6969.0,2715.0,583.0,398.0
"Delray Beach city, Florida",Delray Beach city, Florida,2021,38037,1845.0,,30472,7565,30472,19949,10523.0,152.0,4099.0,4753.0,4547.0,7800.0,10825.0,2473.0,2199.0,497.0,692.0
"Deltona city, Florida",Deltona city, Florida,2021,36713,0.0,,35384,1329,35384,27954,7430.0,145.0,1381.0,6586.0,6873.0,13168.0,5480.0,2050.0,491.0,449.0,90.0
"Doral city, Florida",Doral city, Florida,2021,27139,,,25419,1720,25419,11324,14095.0,1049.0,11111.0,6058.0,4745.0,2517.0,1022.0,51.0,194.0,0.0,392.0
"Fort Lauderdale city, Florida",Fort Lauderdale city, Florida,2021,102567,5792.0,1260.0,83021,19546,83021,45636,37385.0,1473.0,11204.0,10677.0,3694.0,9696.0,21457.0,20647.0,19612.0,2655.0,1452.0
"Fort Myers city, Florida",Fort Myers city, Florida,2021,48488,431.0,,37323,11165,37323,17570,19753.0,472.0,11122.0,11447.0,5220.0,8422.0,5131.0,2296.0,2183.0,325.0,1870.0
"Gainesville city, Florida",Gainesville city, Florida,2021,66685,0.0,,56513,10172,56513,23345,33168.0,791.0,3289.0,9648.0,7564.0,12617.0,15974.0,7150.0,4370.0,2314.0,2968.0
"Hialeah city, Florida",Hialeah city, Florida,2021,78076,246.0,387.0,75692,2384,75692,35676,40016.0,187.0,3176.0,2852.0,10042.0,13956.0,16771.0,12746.0,13035.0,4521.0,790.0
"Hollywood city, Florida",Hollywood city, Florida,2021,74324,1593.0,,61598,12726,61598,36410,25188.0,90.0,2461.0,4460.0,6018.0,7029.0,18381.0,18187.0,13486.0,2550.0,1662.0
"Homestead city, Florida",Homestead city, Florida,2021,29482,0.0,,27094,2388,27094,14924,12170.0,305.0,3060.0,11886.0,4731.0,4441.0,2586.0,1181.0,434.0,168.0,690.0
"Horizon West CDP, Florida",Horizon West CDP, Florida,2021,21837,,,21444,393,21444,15618,5826.0,,,,,,,,,,
"Jacksonville city, Florida",Jacksonville city, Florida,2021,422315,2050.0,1411.0,386283,36032,386283,226429,159854.0,11472.0,45827.0,74891.0,48223.0,66892.0,56320.0,40633.0,42039.0,17085.0,18933.0
"Kendall CDP, Florida",Kendall CDP, Florida,2021,33932,1065.0,,33184,748,33184,21626,11558.0,0.0,1358.0,1630.0,1880.0,8708.0,13773.0,4839.0,1543.0,201.0,0.0
"Kissimmee city, Florida",Kissimmee city, Florida,2021,29099,113.0,,25999,3100,25999,11911,14088.0,550.0,4034.0,6114.0,5766.0,6597.0,2965.0,1707.0,650.0,70.0,646.0
"Lakeland city, Florida",Lakeland city, Florida,2021,52994,168.0,,45548,7446,45548,25966,19582.0,339.0,4878.0,7202.0,4297.0,9124.0,10650.0,5777.0,5059.0,1952.0,3716.0
"Largo city, Florida",Largo city, Florida,2021,46495,305.0,,36493,10002,36493,22053,14440.0,374.0,2053.0,2979.0,5231.0,9623.0,12747.0,7769.0,4568.0,1029.0,122.0
"Lauderhill city, Florida",Lauderhill city, Florida,2021,30956,502.0,,26555,4401,26555,13868,12687.0,85.0,336.0,791.0,2370.0,6664.0,11735.0,6479.0,1903.0,485.0,108.0
"Lehigh Acres CDP, Florida",Lehigh Acres CDP, Florida,2021,42566,44.0,,40295,2271,40295,29441,10854.0,552.0,4221.0,21750.0,4484.0,3609.0,4957.0,2346.0,573.0,74.0,0.0
"Melbourne city, Florida",Melbourne city, Florida,2021,40160,186.0,,36651,3509,36651,23745,12906.0,80.0,3284.0,6729.0,7126.0,10149.0,4171.0,4967.0,2920.0,466.0,268.0
"Miami city, Florida",Miami city, Florida,2021,219775,5639.0,7509.0,192219,27556,192219,58463,133756.0,1861.0,35185.0,41324.0,10913.0,16711.0,24919.0,19254.0,29035.0,22743.0,17830.0
"Miami Beach city, Florida",Miami Beach city, Florida,2021,60872,5370.0,797.0,40788,20084,40788,14462,26326.0,667.0,1667.0,5366.0,4511.0,5269.0,9370.0,15561.0,8062.0,4570.0,5829.0
"Miami Gardens city, Florida",Miami Gardens city, Florida,2021,36204,324.0,,34332,1872,34332,23159,11173.0,230.0,1679.0,2585.0,2157.0,1962.0,8181.0,6247.0,12372.0,607.0,184.0
"Miramar city, Florida",Miramar city, Florida,2021,44987,242.0,,42707,2280,42707,31043,11664.0,153.0,3976.0,12676.0,10452.0,4862.0,3267.0,5802.0,2980.0,819.0,0.0
"North Port city, Florida",North Port city, Florida,2021,35149,92.0,,30622,4527,30622,23601,7021.0,969.0,4720.0,16321.0,3996.0,3683.0,3778.0,1317.0,365.0,0.0,0.0
"Orlando city, Florida",Orlando city, Florida,2021,149940,2035.0,1066.0,130037,19903,130037,49048,80989.0,1189.0,23972.0,31927.0,17151.0,21880.0,23894.0,9549.0,12844.0,4030.0,3504.0
"Palm Bay city, Florida",Palm Bay city, Florida,2021,50159,65.0,,45145,5014,45145,34798,10347.0,426.0,2200.0,14823.0,8533.0,16972.0,4652.0,2114.0,268.0,44.0,127.0
"Palm Coast city, Florida",Palm Coast city, Florida,2021,43228,32.0,,36896,6332,36896,30396,6500.0,303.0,3721.0,20495.0,8649.0,6650.0,2451.0,246.0,349.0,0.0,364.0
"Pembroke Pines city, Florida",Pembroke Pines city, Florida,2021,67317,0.0,,64378,2939,64378,44517,19861.0,345.0,4922.0,8660.0,21370.0,15272.0,11133.0,4316.0,381.0,623.0,295.0
"Pine Hills CDP, Florida",Pine Hills CDP, Florida,2021,26423,32.0,,25752,671,25752,13169,12583.0,0.0,59.0,2723.0,3576.0,6227.0,7287.0,2412.0,2971.0,226.0,942.0
"Plantation city, Florida",Plantation city, Florida,2021,38622,398.0,,36564,2058,36564,24029,12535.0,0.0,2367.0,3354.0,6110.0,8616.0,11100.0,5269.0,1655.0,151.0,0.0
"Poinciana CDP, Florida",Poinciana CDP, Florida,2021,25796,160.0,,21402,4394,21402,16412,4990.0,,,,,,,,,,
"Pompano Beach city, Florida",Pompano Beach city, Florida,2021,61793,786.0,,48363,13430,48363,27170,21193.0,327.0,3434.0,4389.0,3823.0,8449.0,17076.0,15611.0,7643.0,886.0,155.0
"Port Charlotte CDP, Florida",Port Charlotte CDP, Florida,2021,33195,196.0,,29120,4075,29120,23660,5460.0,254.0,605.0,4101.0,4082.0,10464.0,8083.0,3808.0,1671.0,69.0,58.0
"Port St. Lucie city, Florida",Port St. Lucie city, Florida,2021,84820,113.0,,77190,7630,77190,64490,12700.0,1949.0,11671.0,30063.0,15408.0,18472.0,5328.0,683.0,330.0,916.0,0.0
"Riverview CDP, Florida",Riverview CDP, Florida,2021,42959,123.0,,40114,2845,40114,28742,11372.0,1819.0,16560.0,14676.0,4335.0,2934.0,1683.0,453.0,453.0,0.0,46.0
"St. Petersburg city, Florida",St. Petersburg city, Florida,2021,137046,3722.0,1109.0,111349,25697,111349,70149,41200.0,643.0,9397.0,9498.0,8736.0,12945.0,23491.0,20266.0,31677.0,7441.0,12952.0
"Spring Hill CDP, Florida",Spring Hill CDP, Florida,2021,48653,266.0,,46360,2293,46360,37177,9183.0,457.0,4026.0,14336.0,8253.0,16197.0,4008.0,907.0,329.0,96.0,44.0
"Sunrise city, Florida",Sunrise city, Florida,2021,40831,76.0,,35166,5665,35166,23247,11919.0,106.0,2616.0,3148.0,5134.0,11111.0,14874.0,2592.0,863.0,387.0,0.0
"Tallahassee city, Florida",Tallahassee city, Florida,2021,95467,187.0,286.0,84920,10547,84920,35632,49288.0,101.0,9014.0,19860.0,15692.0,13189.0,16570.0,9869.0,7618.0,2541.0,1013.0
"Tamarac city, Florida",Tamarac city, Florida,2021,32750,44.0,,29065,3685,29065,20752,8313.0,443.0,736.0,2143.0,5596.0,7706.0,12420.0,2803.0,654.0,211.0,38.0
"Tampa city, Florida",Tampa city, Florida,2021,172886,7052.0,2975.0,159925,12961,159925,84660,75265.0,2095.0,26895.0,28061.0,18242.0,16484.0,17399.0,16094.0,23878.0,11896.0,11842.0
"The Villages CDP, Florida",The Villages CDP, Florida,2021,54256,111.0,,47527,6729,47527,44404,3123.0,,,,,,,,,,
"Town 'n' Country CDP, Florida",Town 'n' Country CDP, Florida,2021,37239,0.0,,35155,2084,35155,20766,14389.0,228.0,2562.0,6662.0,3770.0,10201.0,7088.0,5589.0,694.0,445.0,0.0
"Wesley Chapel CDP, Florida",Wesley Chapel CDP, Florida,2021,24706,337.0,,23868,838,23868,17380,6488.0,256.0,7296.0,10915.0,4606.0,920.0,512.0,113.0,0.0,0.0,88.0
"Weston city, Florida",Weston city, Florida,2021,22530,1339.0,,20227,2303,20227,14914,5313.0,66.0,599.0,5756.0,10524.0,3437.0,1690.0,354.0,104.0,0.0,0.0
"West Palm Beach city, Florida",West Palm Beach city, Florida,2021,60001,1285.0,,50409,9592,50409,25421,24988.0,367.0,6393.0,16275.0,6474.0,8289.0,6712.0,2670.0,5426.0,2508.0,4887.0
"Albany city, Georgia",Albany city, Georgia,2021,32318,0.0,0.0,27357,4961,27357,11091,16266.0,143.0,1462.0,1995.0,3591.0,4061.0,6419.0,5649.0,4875.0,2295.0,1828.0
"Alpharetta city, Georgia",Alpharetta city, Georgia,2021,26292,885.0,,25457,835,25457,16311,9146.0,240.0,3579.0,4840.0,9967.0,5706.0,938.0,279.0,291.0,294.0,158.0
"Athens-Clarke County unified government (balance), Georgia",Athens-Clarke County unified government (balance), Georgia,2021,55757,687.0,410.0,54438,1319,54438,21354,33084.0,239.0,3519.0,13162.0,8757.0,7077.0,8007.0,6379.0,3172.0,2008.0,3437.0
"Atlanta city, Georgia",Atlanta city, Georgia,2021,253355,12007.0,4140.0,232720,20635,232720,113092,119628.0,5445.0,43669.0,50659.0,20631.0,20801.0,19058.0,26027.0,21509.0,11169.0,34387.0
"Augusta-Richmond County consolidated government (balance), Georgia",Augusta-Richmond County consolidated government (balance), Georgia,2021,90645,314.0,0.0,72760,17885,72760,37458,35302.0,757.0,9102.0,9451.0,12828.0,13515.0,14880.0,10446.0,9555.0,4136.0,5975.0
"Columbus city, Georgia",Columbus city, Georgia,2021,91621,259.0,56.0,82663,8958,82663,39383,43280.0,455.0,8163.0,15239.0,9344.0,10702.0,14614.0,12436.0,12530.0,4456.0,3682.0
"Johns Creek city, Georgia",Johns Creek city, Georgia,2021,29983,1106.0,,29256,727,29256,22634,6622.0,497.0,2366.0,4221.0,11946.0,8792.0,1405.0,300.0,381.0,0.0,75.0
"Macon-Bibb County, Georgia",Macon-Bibb County, Georgia,2021,71906,153.0,0.0,57677,14229,57677,32179,25498.0,618.0,5696.0,9880.0,8450.0,7360.0,11823.0,10237.0,9407.0,3150.0,5285.0
"Roswell city, Georgia",Roswell city, Georgia,2021,38653,732.0,,37044,1609,37044,25681,11363.0,285.0,4517.0,5266.0,7805.0,13237.0,4869.0,1798.0,171.0,298.0,407.0
"Sandy Springs city, Georgia",Sandy Springs city, Georgia,2021,54061,4256.0,,52487,1574,52487,26977,25510.0,136.0,6425.0,9569.0,7723.0,14420.0,7985.0,4918.0,2286.0,116.0,483.0
"Savannah city, Georgia",Savannah city, Georgia,2021,68618,395.0,105.0,59612,9006,59612,28083,31529.0,471.0,8284.0,7872.0,4120.0,6773.0,7186.0,6750.0,10096.0,4883.0,12183.0
"South Fulton city, Georgia",South Fulton city, Georgia,2021,44910,0.0,,41405,3505,41405,27767,13638.0,366.0,8694.0,18396.0,5623.0,3027.0,3769.0,3916.0,187.0,861.0,71.0
"Warner Robins city, Georgia",Warner Robins city, Georgia,2021,35983,200.0,,30701,5282,30701,16030,14671.0,52.0,4599.0,7780.0,2764.0,5088.0,5260.0,4986.0,3339.0,1139.0,976.0
"Urban Honolulu CDP, Hawaii",Urban Honolulu CDP, Hawaii,2021,157427,19802.0,5608.0,138398,19029,138398,68458,69940.0,476.0,13264.0,10907.0,12118.0,15328.0,41330.0,30613.0,18824.0,6909.0,7658.0
"Boise City city, Idaho",Boise City city, Idaho,2021,104110,3446.0,,99250,4860,99250,62684,36566.0,719.0,10532.0,14111.0,17201.0,14441.0,18664.0,8327.0,8488.0,3609.0,8018.0
"Idaho Falls city, Idaho",Idaho Falls city, Idaho,2021,25993,160.0,,24257,1736,24257,16317,7940.0,360.0,2517.0,4529.0,3346.0,1585.0,4461.0,2153.0,3854.0,904.0,2284.0
"Meridian city, Idaho",Meridian city, Idaho,2021,48218,303.0,,47825,393,47825,36929,10896.0,2299.0,14661.0,13790.0,11699.0,1855.0,3464.0,0.0,90.0,86.0,274.0
