NAME,CITY,STATE,YEAR,TOT_UNITS,MED_VALUE,MED_RENT,OCCUP_OCCUP,VACANT,OCCUP_TENURE,OCCUP_OWNR,OCCUP_RENTR,BUILT_2020,BUILT_2010,BUILT_2000,BUILT_1990,BUILT_1980,BUILT_1970,BUILT_1960,BUILT_1950,BUILT_1940,BUILT_1939
"Nampa city, Idaho",Nampa city, Idaho,2021,38826,0.0,,37666,1160,37666,26593,11073.0,582.0,4911.0,12987.0,7562.0,2394.0,3786.0,924.0,1103.0,1273.0,3304.0
"Arlington Heights village, Illinois",Arlington Heights village, Illinois,2021,33260,108.0,,31415,1845,31415,23138,8277.0,0.0,1039.0,2047.0,3094.0,6363.0,6030.0,7930.0,3634.0,1031.0,2092.0
"Aurora city, Illinois",Aurora city, Illinois,2021,64677,354.0,,62379,2298,62379,43361,19018.0,182.0,3070.0,13238.0,13759.0,6888.0,6569.0,3934.0,6565.0,1405.0,9067.0
"Bloomington city, Illinois",Bloomington city, Illinois,2021,36236,0.0,78.0,33803,2433,33803,20370,13433.0,52.0,2804.0,6378.0,5366.0,4003.0,4797.0,3852.0,2733.0,560.0,5691.0
"Bolingbrook village, Illinois",Bolingbrook village, Illinois,2021,25524,140.0,,24600,924,24600,19355,5245.0,199.0,1331.0,5264.0,5073.0,1983.0,8594.0,2115.0,722.0,0.0,243.0
"Champaign city, Illinois",Champaign city, Illinois,2021,41755,0.0,,37423,4332,37423,17362,20061.0,88.0,8066.0,5076.0,3810.0,5437.0,4751.0,5279.0,4706.0,1313.0,3229.0
"Chicago city, Illinois",Chicago city, Illinois,2021,1272191,24823.0,23519.0,1139537,132654,1139537,530977,608560.0,2109.0,69291.0,114746.0,53748.0,57556.0,95986.0,121603.0,139491.0,101786.0,515875.0
"Cicero town, Illinois",Cicero town, Illinois,2021,25983,0.0,,24737,1246,24737,13719,11018.0,0.0,83.0,132.0,882.0,861.0,1473.0,1756.0,2605.0,2373.0,15818.0
"Decatur city, Illinois",Decatur city, Illinois,2021,36518,0.0,0.0,32087,4431,32087,19784,12303.0,0.0,867.0,1132.0,2477.0,3135.0,6434.0,4311.0,6801.0,2221.0,9140.0
"Elgin city, Illinois",Elgin city, Illinois,2021,41458,0.0,,40585,873,40585,28944,11641.0,34.0,2408.0,6519.0,6115.0,3581.0,4444.0,4394.0,3988.0,1828.0,8147.0
"Evanston city, Illinois",Evanston city, Illinois,2021,34093,1211.0,,31157,2936,31157,17816,13341.0,0.0,1626.0,3068.0,1785.0,1757.0,1517.0,2832.0,4376.0,2202.0,14930.0
"Joliet city, Illinois",Joliet city, Illinois,2021,53989,171.0,,51263,2726,51263,38308,12955.0,42.0,3389.0,12494.0,11094.0,3600.0,3497.0,4562.0,5195.0,1989.0,8127.0
"Naperville city, Illinois",Naperville city, Illinois,2021,56443,1343.0,,54377,2066,54377,40971,13406.0,148.0,3813.0,7603.0,13757.0,15605.0,8747.0,3880.0,724.0,335.0,1831.0
"Palatine village, Illinois",Palatine village, Illinois,2021,28010,86.0,,26402,1608,26402,18032,8370.0,61.0,896.0,2616.0,2723.0,5265.0,6755.0,4956.0,3035.0,685.0,1018.0
"Peoria city, Illinois",Peoria city, Illinois,2021,53890,0.0,0.0,50176,3714,50176,30386,19790.0,448.0,1977.0,4975.0,4477.0,3258.0,7515.0,8484.0,8948.0,3333.0,10475.0
"Rockford city, Illinois",Rockford city, Illinois,2021,66905,0.0,121.0,59909,6996,59909,31284,28625.0,136.0,779.0,4919.0,5899.0,5765.0,8522.0,9878.0,9945.0,4900.0,16162.0
"Schaumburg village, Illinois",Schaumburg village, Illinois,2021,32977,42.0,,31569,1408,31569,19903,11666.0,65.0,179.0,2061.0,5103.0,6659.0,13592.0,4704.0,302.0,158.0,154.0
"Skokie village, Illinois",Skokie village, Illinois,2021,24783,114.0,,23599,1184,23599,16573,7026.0,45.0,554.0,1788.0,1153.0,828.0,3744.0,3583.0,9833.0,2130.0,1125.0
"Springfield city, Illinois",Springfield city, Illinois,2021,57997,444.0,88.0,51317,6680,51317,33394,17923.0,107.0,2630.0,4793.0,6250.0,5447.0,10056.0,9135.0,5968.0,3034.0,10577.0
"Waukegan city, Illinois",Waukegan city, Illinois,2021,31673,228.0,,30068,1605,30068,15438,14630.0,0.0,465.0,2147.0,4732.0,2946.0,4696.0,4115.0,4657.0,2170.0,5745.0
"Bloomington city, Indiana",Bloomington city, Indiana,2021,35873,0.0,340.0,31711,4162,31711,12039,19672.0,189.0,3628.0,4853.0,7347.0,4098.0,4955.0,3317.0,2710.0,389.0,4387.0
"Carmel city, Indiana",Carmel city, Indiana,2021,42773,1170.0,,39994,2779,39994,28830,11164.0,440.0,8291.0,10671.0,9011.0,4306.0,6475.0,2230.0,894.0,173.0,282.0
"Evansville city, Indiana",Evansville city, Indiana,2021,58844,64.0,0.0,53896,4948,53896,29130,24766.0,132.0,1999.0,3019.0,3657.0,4969.0,8501.0,4530.0,10094.0,6528.0,15415.0
"Fishers city, Indiana",Fishers city, Indiana,2021,37546,0.0,,35466,2080,35466,27512,7954.0,697.0,8904.0,11680.0,9760.0,4450.0,1118.0,329.0,68.0,0.0,540.0
"Fort Wayne city, Indiana",Fort Wayne city, Indiana,2021,117245,127.0,299.0,109640,7605,109640,68004,41636.0,586.0,3796.0,8747.0,16097.0,13585.0,23391.0,14823.0,13341.0,6979.0,15900.0
"Hammond city, Indiana",Hammond city, Indiana,2021,33703,52.0,,30737,2966,30737,17877,12860.0,188.0,553.0,633.0,1138.0,620.0,4651.0,3189.0,7364.0,5366.0,10001.0
"Indianapolis city (balance), Indiana",Indianapolis city (balance), Indiana,2021,399820,1434.0,356.0,358150,41670,358150,201149,157001.0,1355.0,27151.0,40984.0,48838.0,46567.0,51648.0,51126.0,49165.0,17914.0,65072.0
"Lafayette city, Indiana",Lafayette city, Indiana,2021,32933,31.0,,31585,1348,31585,15768,15817.0,230.0,2467.0,3132.0,5259.0,4240.0,2926.0,3507.0,3007.0,2983.0,5182.0
"Noblesville city, Indiana",Noblesville city, Indiana,2021,25883,0.0,,25035,848,25035,17451,7584.0,424.0,6876.0,6882.0,4081.0,2750.0,1613.0,614.0,1185.0,563.0,895.0
"South Bend city, Indiana",South Bend city, Indiana,2021,49249,440.0,0.0,42707,6542,42707,25976,16731.0,170.0,1844.0,2031.0,2983.0,3608.0,4153.0,5138.0,10019.0,5392.0,13911.0
"Ames city, Iowa",Ames city, Iowa,2021,27954,0.0,,25901,2053,25901,11138,14763.0,227.0,6173.0,6019.0,3514.0,2266.0,2388.0,2855.0,1916.0,492.0,2104.0
"Ankeny city, Iowa",Ankeny city, Iowa,2021,28444,41.0,,27720,724,27720,18862,8858.0,863.0,10660.0,6353.0,4068.0,1256.0,2946.0,1770.0,486.0,42.0,0.0
"Cedar Rapids city, Iowa",Cedar Rapids city, Iowa,2021,64442,203.0,0.0,59107,5335,59107,42205,16902.0,113.0,5851.0,8838.0,5946.0,5285.0,8923.0,7972.0,8871.0,2506.0,10137.0
"Davenport city, Iowa",Davenport city, Iowa,2021,49139,72.0,70.0,44958,4181,44958,29408,15550.0,151.0,1898.0,4283.0,3087.0,4193.0,8417.0,7130.0,5292.0,2891.0,11797.0
"Des Moines city, Iowa",Des Moines city, Iowa,2021,97957,346.0,67.0,90416,7541,90416,57606,32810.0,448.0,8563.0,7476.0,4278.0,5092.0,13134.0,8189.0,16651.0,7415.0,26711.0
"Iowa City city, Iowa",Iowa City city, Iowa,2021,33875,138.0,,30270,3605,30270,14802,15468.0,233.0,5022.0,4841.0,3743.0,3167.0,6297.0,2533.0,2360.0,1540.0,4139.0
"Sioux City city, Iowa",Sioux City city, Iowa,2021,35109,26.0,,33659,1450,33659,23780,9879.0,226.0,1016.0,1624.0,2285.0,2160.0,3183.0,5121.0,5645.0,3033.0,10816.0
"Waterloo city, Iowa",Waterloo city, Iowa,2021,33190,54.0,0.0,29948,3242,29948,18803,11145.0,84.0,1588.0,2901.0,1239.0,2469.0,4823.0,4982.0,5243.0,3067.0,6794.0
"West Des Moines city, Iowa",West Des Moines city, Iowa,2021,37031,420.0,,36066,965,36066,18808,17258.0,192.0,5752.0,6291.0,7588.0,5933.0,3909.0,1944.0,1769.0,805.0,2848.0
"Kansas City city, Kansas",Kansas City city, Kansas,2021,63738,100.0,0.0,57819,5919,57819,34631,23188.0,194.0,4794.0,4162.0,2814.0,4168.0,8904.0,9233.0,13058.0,5085.0,11326.0
"Lawrence city, Kansas",Lawrence city, Kansas,2021,44551,56.0,,41041,3510,41041,17610,23431.0,877.0,4880.0,6653.0,7957.0,5048.0,6441.0,5435.0,3210.0,752.0,3298.0
"Olathe city, Kansas",Olathe city, Kansas,2021,54720,46.0,,53285,1435,53285,40494,12791.0,586.0,6283.0,12496.0,11735.0,9116.0,7692.0,2912.0,2551.0,601.0,748.0
"Overland Park city, Kansas",Overland Park city, Kansas,2021,85708,709.0,,82593,3115,82593,50359,32234.0,873.0,12444.0,12175.0,16446.0,15085.0,10213.0,9851.0,6066.0,1170.0,1385.0
"Shawnee city, Kansas",Shawnee city, Kansas,2021,28651,398.0,,27114,1537,27114,19611,7503.0,120.0,1963.0,6677.0,5257.0,4336.0,4232.0,2286.0,1717.0,817.0,1246.0
"Topeka city, Kansas",Topeka city, Kansas,2021,61068,0.0,130.0,55844,5224,55844,32592,23252.0,331.0,2466.0,3871.0,4635.0,8182.0,8728.0,8705.0,11176.0,3783.0,9191.0
"Wichita city, Kansas",Wichita city, Kansas,2021,176357,431.0,0.0,156668,19689,156668,91527,65141.0,696.0,12031.0,19691.0,18764.0,22834.0,24766.0,13855.0,30667.0,16307.0,16746.0
"Bowling Green city, Kentucky",Bowling Green city, Kentucky,2021,32531,226.0,0.0,28947,3584,28947,10347,18600.0,500.0,5895.0,5395.0,4326.0,2923.0,5076.0,3239.0,2517.0,754.0,1906.0
"Lexington-Fayette urban county, Kentucky",Lexington-Fayette urban county, Kentucky,2021,147590,792.0,535.0,139303,8287,139303,75129,64174.0,952.0,13865.0,20815.0,25140.0,20332.0,22365.0,15844.0,12521.0,3948.0,11808.0
"Louisville/Jefferson County metro government (balance), Kentucky",Louisville/Jefferson County metro government (balance), Kentucky,2021,288859,1455.0,203.0,264336,24523,264336,161709,102627.0,2447.0,23485.0,37005.0,27710.0,17030.0,34469.0,37309.0,39675.0,23794.0,45935.0
"Baton Rouge city, Louisiana",Baton Rouge city, Louisiana,2021,107002,455.0,0.0,87440,19562,87440,41267,46173.0,550.0,7966.0,8217.0,11255.0,14475.0,19027.0,21297.0,11531.0,6525.0,6159.0
"Kenner city, Louisiana",Kenner city, Louisiana,2021,27548,0.0,,25267,2281,25267,15833,9434.0,109.0,971.0,2216.0,2265.0,4764.0,10746.0,3337.0,2072.0,291.0,777.0
"Lafayette city, Louisiana",Lafayette city, Louisiana,2021,56725,565.0,70.0,51150,5575,51150,27542,23608.0,67.0,9228.0,5094.0,4544.0,10754.0,11836.0,6241.0,5396.0,2128.0,1437.0
"Lake Charles city, Louisiana",Lake Charles city, Louisiana,2021,40810,338.0,,28683,12127,28683,17981,10702.0,1647.0,5721.0,5645.0,2995.0,3929.0,7659.0,4539.0,4695.0,1316.0,2664.0
"Metairie CDP, Louisiana",Metairie CDP, Louisiana,2021,66619,862.0,,62315,4304,62315,41034,21281.0,542.0,2039.0,3812.0,4603.0,7055.0,16700.0,17276.0,10427.0,2409.0,1756.0
"New Orleans city, Louisiana",New Orleans city, Louisiana,2021,194701,4524.0,755.0,158827,35874,158827,83516,75311.0,541.0,12764.0,15088.0,5802.0,15880.0,26319.0,20195.0,23838.0,13249.0,61025.0
"Shreveport city, Louisiana",Shreveport city, Louisiana,2021,90211,575.0,151.0,76167,14044,76167,40664,35503.0,0.0,3701.0,10126.0,5856.0,12590.0,16345.0,15820.0,16916.0,3915.0,4942.0
"Portland city, Maine",Portland city, Maine,2021,35456,510.0,,32523,2933,32523,15631,16892.0,0.0,1441.0,3192.0,1180.0,2512.0,3586.0,2889.0,3148.0,2508.0,15000.0
"Baltimore city, Maryland",Baltimore city, Maryland,2021,293487,1215.0,1421.0,254370,39117,254370,123249,131121.0,529.0,13200.0,12501.0,11112.0,15805.0,19386.0,22962.0,47177.0,32770.0,118045.0
"Bethesda CDP, Maryland",Bethesda CDP, Maryland,2021,29577,9458.0,,27748,1829,27748,18220,9528.0,265.0,4042.0,2585.0,1981.0,2449.0,3232.0,4357.0,5588.0,2903.0,2175.0
"Columbia CDP, Maryland",Columbia CDP, Maryland,2021,43548,449.0,,42050,1498,42050,27629,14421.0,0.0,2542.0,2853.0,7215.0,12993.0,11865.0,4946.0,592.0,117.0,425.0
"Ellicott City CDP, Maryland",Ellicott City CDP, Maryland,2021,27995,636.0,,27318,677,27318,20779,6539.0,0.0,4434.0,4025.0,5316.0,5912.0,2452.0,2841.0,2173.0,183.0,659.0
"Frederick city, Maryland",Frederick city, Maryland,2021,35383,175.0,,33907,1476,33907,20226,13681.0,545.0,4385.0,5448.0,8758.0,3865.0,1820.0,2685.0,2273.0,992.0,4612.0
"Gaithersburg city, Maryland",Gaithersburg city, Maryland,2021,29266,356.0,,26764,2502,26764,12715,14049.0,144.0,4416.0,4479.0,5212.0,6205.0,4820.0,2425.0,838.0,398.0,329.0
"Germantown CDP, Maryland",Germantown CDP, Maryland,2021,31519,107.0,,30985,534,30985,20251,10734.0,275.0,1195.0,6159.0,6802.0,12238.0,3964.0,182.0,259.0,26.0,419.0
"Glen Burnie CDP, Maryland",Glen Burnie CDP, Maryland,2021,28452,69.0,,27700,752,27700,18169,9531.0,123.0,2106.0,2465.0,2645.0,3309.0,6123.0,2562.0,4861.0,3009.0,1249.0
"Rockville city, Maryland",Rockville city, Maryland,2021,26760,876.0,,25537,1223,25537,14315,11222.0,275.0,3539.0,5190.0,2512.0,2008.0,3979.0,4653.0,3465.0,145.0,994.0
"Silver Spring CDP, Maryland",Silver Spring CDP, Maryland,2021,34703,917.0,,33307,1396,33307,13362,19945.0,0.0,5385.0,3392.0,2419.0,1672.0,2219.0,6636.0,5438.0,3731.0,3811.0
"Waldorf CDP, Maryland",Waldorf CDP, Maryland,2021,30901,0.0,,29701,1200,29701,20884,8817.0,107.0,5751.0,4535.0,5665.0,7540.0,5781.0,1278.0,149.0,55.0,40.0
"Boston city, Massachusetts",Boston city, Massachusetts,2021,307025,16427.0,15773.0,271941,35084,271941,94497,177444.0,1857.0,28264.0,22393.0,11387.0,19011.0,23690.0,23056.0,21388.0,14164.0,141815.0
"Brockton city, Massachusetts",Brockton city, Massachusetts,2021,38391,79.0,,37554,837,37554,22265,15289.0,140.0,1389.0,1031.0,1136.0,4016.0,5808.0,6117.0,4447.0,2107.0,12200.0
"Cambridge city, Massachusetts",Cambridge city, Massachusetts,2021,57581,7993.0,6250.0,52487,5094,52487,15825,36662.0,125.0,7374.0,3978.0,2296.0,4436.0,4757.0,3092.0,2018.0,1209.0,28296.0
"Fall River city, Massachusetts",Fall River city, Massachusetts,2021,43230,0.0,95.0,40521,2709,40521,14424,26097.0,298.0,1292.0,2193.0,2148.0,5494.0,3872.0,2835.0,4553.0,3139.0,17406.0
"Framingham city, Massachusetts",Framingham city, Massachusetts,2021,27159,410.0,,26320,839,26320,14452,11868.0,219.0,1796.0,524.0,2400.0,2113.0,4148.0,4908.0,5225.0,761.0,5065.0
"Haverhill city, Massachusetts",Haverhill city, Massachusetts,2021,26413,45.0,,25293,1120,25293,15244,10049.0,0.0,1530.0,1489.0,2851.0,3826.0,2606.0,1589.0,1969.0,427.0,10126.0
"Lawrence city, Massachusetts",Lawrence city, Massachusetts,2021,31378,,440.0,30366,1012,30366,8775,21591.0,0.0,2403.0,1455.0,2452.0,3173.0,2727.0,1865.0,3268.0,1536.0,12499.0
"Lowell city, Massachusetts",Lowell city, Massachusetts,2021,44466,350.0,898.0,42577,1889,42577,19774,22803.0,186.0,2586.0,2556.0,1688.0,4448.0,4730.0,5360.0,3718.0,1791.0,17403.0
"Lynn city, Massachusetts",Lynn city, Massachusetts,2021,39222,0.0,,37304,1918,37304,19807,17497.0,53.0,1256.0,1394.0,1457.0,4623.0,3224.0,3075.0,3675.0,2593.0,17872.0
"Malden city, Massachusetts",Malden city, Massachusetts,2021,28151,,,26386,1765,26386,11467,14919.0,92.0,2912.0,2010.0,1081.0,2707.0,2739.0,1108.0,1779.0,1332.0,12391.0
"New Bedford city, Massachusetts",New Bedford city, Massachusetts,2021,44717,48.0,0.0,42743,1974,42743,16974,25769.0,74.0,429.0,1359.0,2104.0,3316.0,3095.0,3661.0,5006.0,2449.0,23224.0
"Newton city, Massachusetts",Newton city, Massachusetts,2021,31501,,,29961,1540,29961,21966,7995.0,157.0,1602.0,1687.0,1014.0,1231.0,1407.0,1823.0,3771.0,2450.0,16359.0
"Quincy city, Massachusetts",Quincy city, Massachusetts,2021,46911,987.0,1957.0,44051,2860,44051,19903,24148.0,41.0,4551.0,2494.0,2915.0,3939.0,5051.0,3485.0,4038.0,4697.0,15700.0
"Somerville city, Massachusetts",Somerville city, Massachusetts,2021,37251,4119.0,,35015,2236,35015,13487,21528.0,161.0,3177.0,1114.0,1209.0,1616.0,2996.0,1309.0,1870.0,2524.0,21275.0
"Springfield city, Massachusetts",Springfield city, Massachusetts,2021,62032,58.0,0.0,57806,4226,57806,28013,29793.0,140.0,1452.0,1303.0,3830.0,3306.0,6290.0,6785.0,9908.0,5295.0,23723.0
"Worcester city, Massachusetts",Worcester city, Massachusetts,2021,82375,226.0,203.0,76065,6310,76065,32714,43351.0,0.0,3018.0,4984.0,4274.0,9313.0,5700.0,9034.0,7841.0,7421.0,30790.0
"Ann Arbor city, Michigan",Ann Arbor city, Michigan,2021,54874,900.0,1016.0,51238,3636,51238,23474,27764.0,436.0,3019.0,3064.0,7463.0,5827.0,8375.0,9875.0,5663.0,2596.0,8556.0
"Dearborn city, Michigan",Dearborn city, Michigan,2021,38133,180.0,65.0,35209,2924,35209,24777,10432.0,138.0,874.0,1421.0,1318.0,2030.0,1551.0,3025.0,11080.0,8237.0,8459.0
"Detroit city, Michigan",Detroit city, Michigan,2021,322906,413.0,198.0,251729,71177,251729,129084,122645.0,545.0,6872.0,7697.0,6455.0,12006.0,15187.0,23313.0,72551.0,59399.0,118881.0
"Farmington Hills city, Michigan",Farmington Hills city, Michigan,2021,36496,0.0,,35224,1272,35224,22429,12795.0,0.0,637.0,972.0,6196.0,9636.0,7543.0,5196.0,4947.0,850.0,519.0
"Flint city, Michigan",Flint city, Michigan,2021,41139,0.0,0.0,32837,8302,32837,18337,14500.0,0.0,150.0,587.0,627.0,942.0,3584.0,7466.0,12822.0,5243.0,9718.0
"Grand Rapids city, Michigan",Grand Rapids city, Michigan,2021,85623,325.0,257.0,79486,6137,79486,44840,34646.0,146.0,5270.0,5039.0,4315.0,6699.0,6083.0,7598.0,12241.0,6854.0,31378.0
"Kalamazoo city, Michigan",Kalamazoo city, Michigan,2021,33160,34.0,0.0,29853,3307,29853,13196,16657.0,211.0,907.0,2268.0,3030.0,2570.0,5331.0,3539.0,4313.0,1338.0,9653.0
"Lansing city, Michigan",Lansing city, Michigan,2021,55557,0.0,102.0,50590,4967,50590,28084,22506.0,191.0,1424.0,2041.0,1499.0,5962.0,7742.0,7433.0,9066.0,4769.0,15430.0
"Livonia city, Michigan",Livonia city, Michigan,2021,39344,84.0,,38329,1015,38329,33409,4920.0,0.0,633.0,1665.0,2795.0,3506.0,5596.0,9750.0,12257.0,1364.0,1778.0
"Novi city, Michigan",Novi city, Michigan,2021,30844,431.0,,28217,2627,28217,18798,9419.0,144.0,4482.0,6898.0,5897.0,5355.0,5321.0,1311.0,1070.0,0.0,366.0
"Rochester Hills city, Michigan",Rochester Hills city, Michigan,2021,30934,483.0,,28831,2103,28831,21367,7464.0,0.0,1819.0,4203.0,5248.0,8181.0,5318.0,2658.0,2267.0,279.0,961.0
"Southfield city, Michigan",Southfield city, Michigan,2021,37514,0.0,,35649,1865,35649,19567,16082.0,0.0,224.0,1598.0,1699.0,3315.0,10780.0,8847.0,7587.0,1871.0,1593.0
"Sterling Heights city, Michigan",Sterling Heights city, Michigan,2021,53932,0.0,,51805,2127,51805,39904,11901.0,0.0,1515.0,4818.0,7706.0,9025.0,15250.0,11885.0,2897.0,561.0,275.0
"Troy city, Michigan",Troy city, Michigan,2021,34953,130.0,,33822,1131,33822,25017,8805.0,63.0,2439.0,2513.0,4765.0,4838.0,12171.0,4364.0,2447.0,525.0,828.0
"Warren city, Michigan",Warren city, Michigan,2021,60142,69.0,,57632,2510,57632,40699,16933.0,396.0,1522.0,1585.0,1830.0,3508.0,8911.0,24655.0,12679.0,3426.0,1630.0
"Westland city, Michigan",Westland city, Michigan,2021,39435,0.0,,37870,1565,37870,23179,14691.0,66.0,509.0,1896.0,3894.0,3660.0,7180.0,7935.0,10438.0,2496.0,1361.0
"Wyoming city, Michigan",Wyoming city, Michigan,2021,29880,0.0,,28253,1627,28253,17907,10346.0,481.0,1732.0,3123.0,4853.0,3126.0,3338.0,3496.0,5534.0,2462.0,1735.0
"Blaine city, Minnesota",Blaine city, Minnesota,2021,26622,155.0,,25869,753,25869,21808,4061.0,620.0,4223.0,7195.0,3871.0,2693.0,3689.0,2309.0,1137.0,584.0,301.0
"Bloomington city, Minnesota",Bloomington city, Minnesota,2021,41127,276.0,,38725,2402,38725,25588,13137.0,119.0,1627.0,1857.0,2555.0,5352.0,9646.0,7937.0,8999.0,1541.0,1494.0
"Brooklyn Park city, Minnesota",Brooklyn Park city, Minnesota,2021,30705,165.0,,30074,631,30074,22771,7303.0,46.0,1907.0,4576.0,4380.0,4792.0,7216.0,3867.0,2563.0,398.0,960.0
"Duluth city, Minnesota",Duluth city, Minnesota,2021,39763,135.0,195.0,36310,3453,36310,21949,14361.0,0.0,1680.0,2124.0,1968.0,1899.0,4128.0,3149.0,5331.0,2823.0,16661.0
"Eagan city, Minnesota",Eagan city, Minnesota,2021,27660,90.0,,27069,591,27069,20075,6994.0,66.0,1833.0,2412.0,6995.0,9605.0,4205.0,1915.0,528.0,42.0,59.0
"Lakeville city, Minnesota",Lakeville city, Minnesota,2021,25337,93.0,,23868,1469,23868,21609,2259.0,1542.0,4114.0,6597.0,6061.0,4049.0,1922.0,561.0,242.0,157.0,92.0
"Maple Grove city, Minnesota",Maple Grove city, Minnesota,2021,28282,114.0,,28026,256,28026,23783,4243.0,303.0,3423.0,4332.0,6915.0,6499.0,4857.0,822.0,587.0,0.0,544.0
"Minneapolis city, Minnesota",Minneapolis city, Minnesota,2021,203633,3262.0,2587.0,188681,14952,188681,93981,94700.0,415.0,18865.0,13848.0,8108.0,12860.0,16108.0,14935.0,17567.0,11999.0,88928.0
"Plymouth city, Minnesota",Plymouth city, Minnesota,2021,34281,293.0,,32923,1358,32923,23814,9109.0,395.0,3945.0,4502.0,6330.0,7839.0,6573.0,2515.0,1484.0,507.0,191.0
"Rochester city, Minnesota",Rochester city, Minnesota,2021,54111,411.0,205.0,49984,4127,49984,32949,17035.0,558.0,9204.0,9234.0,6655.0,5836.0,7526.0,5152.0,4406.0,1930.0,3610.0
"St. Cloud city, Minnesota",St. Cloud city, Minnesota,2021,31034,0.0,43.0,30029,1005,30029,14728,15301.0,0.0,3037.0,4468.0,3346.0,4031.0,5633.0,3634.0,3262.0,1431.0,2192.0
"St. Paul city, Minnesota",St. Paul city, Minnesota,2021,131275,718.0,424.0,121964,9311,121964,67642,54322.0,161.0,6422.0,8383.0,4741.0,9618.0,12863.0,13016.0,16227.0,8327.0,51517.0
"Woodbury city, Minnesota",Woodbury city, Minnesota,2021,30287,271.0,,28751,1536,28751,21783,6968.0,752.0,3267.0,7156.0,10150.0,4514.0,2041.0,1076.0,598.0,0.0,733.0
"Gulfport city, Mississippi",Gulfport city, Mississippi,2021,33401,234.0,,29385,4016,29385,14362,15023.0,105.0,4006.0,6173.0,4362.0,2887.0,6323.0,5380.0,2208.0,1055.0,902.0
"Jackson city, Mississippi",Jackson city, Mississippi,2021,74637,156.0,0.0,62140,12497,62140,28891,33249.0,131.0,2944.0,2777.0,4999.0,8419.0,12491.0,16905.0,16912.0,6094.0,2965.0
"Columbia city, Missouri",Columbia city, Missouri,2021,55042,278.0,35.0,50572,4470,50572,25189,25383.0,155.0,9329.0,10805.0,10312.0,6821.0,6640.0,5214.0,2427.0,1157.0,2182.0
"Independence city, Missouri",Independence city, Missouri,2021,57486,0.0,,53057,4429,53057,33922,19135.0,255.0,2361.0,5439.0,3885.0,6298.0,8127.0,11227.0,9614.0,4308.0,5972.0
"Kansas City city, Missouri",Kansas City city, Missouri,2021,243950,957.0,385.0,219020,24930,219020,118384,100636.0,2060.0,22226.0,24149.0,20703.0,23369.0,27346.0,30324.0,28699.0,13811.0,51263.0
"Lee's Summit city, Missouri",Lee's Summit city, Missouri,2021,39391,165.0,,37795,1596,37795,28529,9266.0,805.0,4815.0,8000.0,9760.0,6840.0,4342.0,2456.0,1280.0,261.0,832.0
"O'Fallon city, Missouri",O'Fallon city, Missouri,2021,35283,33.0,,34412,871,34412,27577,6835.0,1284.0,6176.0,10718.0,10286.0,3790.0,1093.0,864.0,964.0,108.0,0.0
"St. Charles city, Missouri",St. Charles city, Missouri,2021,32822,63.0,,29992,2830,29992,20081,9911.0,763.0,4451.0,5244.0,4224.0,6569.0,3726.0,3219.0,1716.0,740.0,2170.0
